Tile_ID,centroid_lat,centroid_lon,TrainClass,RegionName,UIDs,Version
vjn7zpzyxfxb,73.827881,54.107666,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnkpf0jb521,73.840116,54.129639,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnkpg212p00,73.84623,54.129639,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnkpc040nbp,73.833999,54.129639,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjn8gu21bjbj,73.280514,54.30542,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnec72pb5b2,73.803383,54.195557,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnec62h0j03,73.797253,54.195557,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnefu858407,73.809511,54.261475,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjneghxgxfpg,73.809511,54.283447,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnebpzyxfxb,73.827881,54.151611,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjns0v808j25,73.858452,54.173584,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnv49pypzpb,74.010467,54.613037,positive,Russian Arctic desert,9999,batch1
vjns1wxupzzc,73.864559,54.217529,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnv48pfzyry,74.004413,54.613037,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnufwzzxvxc,73.998357,54.613037,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjnvrnruruxf,74.082938,54.810791,positive,Russian Arctic desert,9999,batch1
vjnv530n0p00,74.010467,54.63501,positive,Russian Arctic desert,9999,batch1
vjnvry2h2h84,74.082938,54.832764,positive,Russian Arctic desert,9999,batch1
vjpm9ppuzczc,74.131074,55.250244,positive,Russian Arctic desert,9999,batch1
vjpm8wpczcxs,74.125065,55.228271,positive,Russian Arctic desert,9999,batch1
vjpmekbnb0bj,74.119053,55.338135,positive,Russian Arctic desert,9999,batch1
vjpmeszyzbzt,74.119053,55.360107,positive,Russian Arctic desert,9999,batch1
vjpqppxbrgrf,74.220947,55.513916,positive,Russian Arctic desert,9999,batch1
vjpqpnrvxcrf,74.214971,55.513916,positive,Russian Arctic desert,9999,batch1
bs0dmb0h0hb2,67.89622,-156.544189,positive,Brooks-British Range tundra,9999,batch1
bs0dqb0h0hb0,67.89622,-156.500244,positive,Brooks-British Range tundra,9999,batch1
bs0dr38h21b6,67.904487,-156.478271,positive,Brooks-British Range tundra,9999,batch1
bs0dr20h0hb2,67.89622,-156.478271,positive,Brooks-British Range tundra,9999,batch1
vjpt8b848421,74.094985,55.579834,positive,Russian Arctic desert,9999,batch1
vjpt2z2p2p8p,74.088963,55.579834,positive,Russian Arctic desert,9999,batch1
vjpt938j8h8q,74.101006,55.601807,positive,Russian Arctic desert,9999,batch1
vjptperuxyzc,74.022568,55.887451,positive,Russian Arctic desert,9999,batch1
vjptkm212106,74.076911,55.733643,positive,Russian Arctic desert,9999,batch1
vjpwhq2j8126,74.214971,55.733643,positive,Russian Arctic desert,9999,batch1
vjpwwb0n2hb5,74.268677,55.843506,positive,Russian Arctic desert,9999,batch1
vjpwqz058n00,74.262718,55.843506,positive,Russian Arctic desert,9999,batch1
vjrer8rcpurz,75.104108,55.887451,positive,Russian Arctic desert,9999,batch1
vhxfg38hbh8p,70.804979,56.04126,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vjrg52018080,75.058854,56.04126,positive,Russian Arctic desert,9999,batch1
vjrg2xrzpvrs,75.143595,55.931396,positive,Russian Arctic desert,9999,batch1
vjrcku00018h,74.772958,56.107178,positive,Russian Arctic desert,9999,batch1
vjpy0r802524,74.220947,55.909424,positive,Russian Arctic desert,9999,batch1
vjrfwtxyzupx,75.002097,56.195068,positive,Russian Arctic desert,9999,batch1
vm248nzbpbpb,75.007782,56.260986,positive,Russian Arctic desert,9999,batch1
vm2521rfpcpu,75.109755,56.260986,positive,Russian Arctic desert,9999,batch1
vm2s2jpczfpu,75.306098,56.964111,positive,Russian Arctic desert,9999,batch1
vm2s2v01b40h,75.306098,56.986084,positive,Russian Arctic desert,9999,batch1
vm2s2u0124bh,75.300523,56.986084,positive,Russian Arctic desert,9999,batch1
vm3mgerfxvpw,75.560302,58.172607,positive,Russian Arctic desert,9999,batch1
vm3tbz240p8h,75.582202,58.392334,positive,Russian Arctic desert,9999,batch1
vm3tcr240p8k,75.582202,58.414307,positive,Russian Arctic desert,9999,batch1
vm3w0b240524,75.587672,58.392334,positive,Russian Arctic desert,9999,batch1
vk6p99xgxczu,70.23346,59.139404,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vm6pt38h2501,75.858595,59.293213,positive,Russian Arctic desert,9999,batch1
vk6q760j858j,70.016833,59.556885,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
bs117nryzgzz,67.755239,-155.950928,positive,Brooks-British Range tundra,9999,batch1
vk7utprbrcpe,69.73714,61.75415,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkk80z24b10n,68.946554,62.611084,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkmh1rbp8n03,69.653267,63.336182,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkm7768j8105,69.492222,63.775635,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkmh1xzzxypc,69.653267,63.358154,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkm77dxvxcpe,69.492222,63.797607,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vkm7jpzgzfps,69.476821,63.863525,positive,Northwest Russian-Novaya Zemlya tundra,9999,batch1
vs3pctzbxbxy,70.30023,68.983154,positive,Yamal-Gydan tundra,9999,batch1
b5cxmrbj8j0j,67.411708,-177.659912,positive,Chukchi Peninsula tundra,9999,batch1
vs96cybj0585,70.833855,69.334717,positive,Yamal-Gydan tundra,9999,batch1
vskvpbbn0n80,69.790341,74.520264,positive,Yamal-Gydan tundra,9999,batch1
vsx10vbpbnb4,70.521234,77.376709,positive,Yamal-Gydan tundra,9999,batch1
vstkkcbp8h0h,71.070493,75.091553,positive,Yamal-Gydan tundra,9999,batch1
vsqhc72j0n26,69.759956,75.992432,positive,Yamal-Gydan tundra,9999,batch1
vsrqcf812hb5,70.106747,77.772217,positive,Yamal-Gydan tundra,9999,batch1
vszcnszfzurd,71.921119,78.695068,positive,Yamal-Gydan tundra,9999,batch1
vsrrtsrfpgrv,70.248317,77.947998,positive,Yamal-Gydan tundra,9999,batch1
vszcnwpfxgpe,71.927936,78.695068,positive,Yamal-Gydan tundra,9999,batch1
vu8npr8p800r,71.409675,79.068604,positive,Yamal-Gydan tundra,9999,batch1
vu8npq2n8n0r,71.402669,79.068604,positive,Yamal-Gydan tundra,9999,batch1
vu87rjrfryry,70.913049,79.420166,positive,Yamal-Gydan tundra,9999,batch1
vu8ygspfxbrd,71.521427,79.969482,positive,Yamal-Gydan tundra,9999,batch1
vu9qrhzfxgxu,71.437674,80.826416,positive,Yamal-Gydan tundra,9999,batch1
vu9qr5xczgrz,71.430678,80.826416,positive,Yamal-Gydan tundra,9999,batch1
vu9t6f2100bq,71.247888,80.980225,positive,Yamal-Gydan tundra,9999,batch1
vu99zr200hbm,70.659969,81.177979,positive,Yamal-Gydan tundra,9999,batch1
vu9ejk0j048j,70.862689,81.090088,positive,Yamal-Gydan tundra,9999,batch1
vu9szspgrzxc,71.170032,81.199951,positive,Yamal-Gydan tundra,9999,batch1
vu9ub6b40j24,71.162939,81.221924,positive,Yamal-Gydan tundra,9999,batch1
vufbcy8h04bn,71.886994,82.694092,positive,Taimyr-Central Siberian tundra,9999,batch1
vug16cb18j02,71.948374,83.0896,positive,Taimyr-Central Siberian tundra,9999,batch1
vug4p3208j22,72.077293,83.287354,positive,Taimyr-Central Siberian tundra,9999,batch1
vug7y9rvrzp8,72.385735,83.616943,positive,Taimyr-Central Siberian tundra,9999,batch1
vug7v4xupyr9,72.392383,83.551025,positive,Taimyr-Central Siberian tundra,9999,batch1
vugkhg04bh25,72.43885,83.529053,positive,Taimyr-Central Siberian tundra,9999,batch1
vugkqk8p2hb4,72.49181,83.594971,positive,Taimyr-Central Siberian tundra,9999,batch1
vuuzeszypfrw,73.064245,85.594482,positive,Taimyr-Central Siberian tundra,9999,batch1
vvh8jy25b4b3,73.159991,85.330811,positive,Taimyr-Central Siberian tundra,9999,batch1
vuuzgr2j0520,73.121756,85.57251,positive,Taimyr-Central Siberian tundra,9999,batch1
vvj3zu258nbj,73.456601,86.473389,positive,Taimyr-Central Siberian tundra,9999,batch1
vvjb6spvpfrg,73.191789,86.956787,positive,Taimyr-Central Siberian tundra,9999,batch1
vvjbd0zcpbxw,73.217186,86.934814,positive,Taimyr-Central Siberian tundra,9999,batch1
vvjbqr8h018p,73.21084,87.110596,positive,Taimyr-Central Siberian tundra,9999,batch1
vuypum048pbk,73.108992,87.374268,positive,Taimyr-Central Siberian tundra,9999,batch1
vvn08nxcxuxz,73.248879,87.198486,positive,Taimyr-Central Siberian tundra,9999,batch1
vvjbzbb52hbh,73.26154,87.176514,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyputpfxzzu,73.108992,87.39624,positive,Taimyr-Central Siberian tundra,9999,batch1
vvn0h284200r,73.128134,87.374268,positive,Taimyr-Central Siberian tundra,9999,batch1
vuymyqbh2585,72.76732,87.813721,positive,Taimyr-Central Siberian tundra,9999,batch1
vvn0j284200p,73.128134,87.418213,positive,Taimyr-Central Siberian tundra,9999,batch1
vvn0j38p2hb1,73.13451,87.418213,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyqpb0420b1,72.773828,87.879639,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyqp0pfrbzc,72.773828,87.857666,positive,Taimyr-Central Siberian tundra,9999,batch1
vuytybbn84b4,72.734743,88.187256,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyqp1rbpvxg,72.780334,87.857666,positive,Taimyr-Central Siberian tundra,9999,batch1
vuytzsxbrzzb,72.754296,88.231201,positive,Taimyr-Central Siberian tundra,9999,batch1
vuytzerfxcrc,72.747781,88.231201,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyv8xzbxfze,72.72822,88.275146,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyuccbn0h21,72.564377,88.319092,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyv9pzbxfzg,72.72822,88.297119,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyvexzbxfze,72.72822,88.406982,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyvfjxyrvzs,72.760809,88.341064,positive,Taimyr-Central Siberian tundra,9999,batch1
vuyvuu802pb0,72.754296,88.450928,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzpc6b024b6,73.096219,88.648682,positive,Taimyr-Central Siberian tundra,9999,batch1
vvp404pczcpf,73.487855,88.604736,positive,Taimyr-Central Siberian tundra,9999,batch1
vvp1yy8h84b0,73.46911,88.890381,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzr03040p2j,72.955095,88.956299,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzqbxzuxyx9,72.948653,88.978271,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzr09pfpzrt,72.955095,88.978271,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzd5y0n052n,72.10432,89.46167,positive,Taimyr-Central Siberian tundra,9999,batch1
vuztkr2n0p06,72.682495,89.483643,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzyuf00b58h,72.916408,89.857178,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzxxxrbxgzz,73.077042,89.637451,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzzh1pfpzrv,72.955095,89.835205,positive,Taimyr-Central Siberian tundra,9999,batch1
vuzyupzuxyxc,72.948653,89.835205,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbp362jbn0q,73.006544,90.054932,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbp97b0b102,73.057843,90.054932,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbpd7b0b100,73.057843,90.098877,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbpqub08p84,73.019383,90.296631,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbjn1pgzzzz,72.603836,90.274658,positive,Taimyr-Central Siberian tundra,9999,batch1
yhbhypzvxzrb,72.597266,90.274658,positive,Taimyr-Central Siberian tundra,9999,batch1
yj03ytxbpvpe,73.462857,90.648193,positive,Taimyr-Central Siberian tundra,9999,batch1
yjh4w5pczzry,73.581273,95.899658,positive,Taimyr-Central Siberian tundra,9999,batch1
yhv3knzbpyrb,71.975589,97.56958,positive,Taimyr-Central Siberian tundra,9999,batch1
yhv3z0xuxfxf,72.0299,97.701416,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqjvy242587,75.57673,98.690186,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnhq21012m,75.620449,98.624268,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnhr20b42r,75.625905,98.624268,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnhwrcpcrv,75.620449,98.64624,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnjr20b42p,75.625905,98.668213,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnjk212n24,75.609532,98.668213,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnjq21012j,75.620449,98.668213,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnj7218h0h,75.60407,98.668213,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnj321bn8h,75.59314,98.668213,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnnprbzfrz,75.625905,98.712158,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnjc21bn8k,75.59314,98.690186,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnnz20b42p,75.625905,98.734131,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnq0rbxgpv,75.631359,98.712158,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqns8pyrfzc,75.674916,98.64624,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqnqb20850j,75.631359,98.734131,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqns20n24b3,75.674916,98.624268,positive,Taimyr-Central Siberian tundra,9999,batch1
yhy744rfzzp8,72.258963,98.887939,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqqdepvrcrf,75.691216,98.909912,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqqdhpuzvx9,75.696646,98.887939,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqq9v0h810p,75.702073,98.865967,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqrjnzgxuz8,75.799424,99.019775,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtgu248425,75.56578,99.30542,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtgjrfrzpv,75.571256,99.283447,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqx75zbxbpu,75.82635,99.283447,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqx7v8p0j0n,75.837106,99.30542,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxfy21bhbq,75.928214,99.261475,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxfv24b0bq,75.922871,99.261475,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxfm24b0bn,75.922871,99.239502,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxff2j2482,75.906829,99.261475,positive,Taimyr-Central Siberian tundra,9999,batch1
yjw80y048025,75.97089,99.173584,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxgy21bhbn,75.928214,99.30542,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxgv24b0bn,75.922871,99.30542,positive,Taimyr-Central Siberian tundra,9999,batch1
yjw81q048027,75.97089,99.195557,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtvv242p0m,75.571256,99.393311,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtuq242587,75.57673,99.327393,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtvz240p8k,75.582202,99.393311,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtvg248j0q,75.560302,99.393311,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtz324b18r,75.54934,99.459229,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtyc24b18p,75.54934,99.437256,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqtz9rfzcxz,75.54934,99.481201,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqwh7218h0k,75.60407,99.327393,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqwny21012j,75.620449,99.437256,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqwnv21200h,75.614992,99.437256,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqwpq21012m,75.620449,99.459229,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqwpxrbzfrz,75.625905,99.481201,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxk9zczcru,75.815585,99.349365,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxs9xurgpc,75.858595,99.349365,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxtk840581,75.874691,99.371338,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxxwxbxfpf,75.885412,99.481201,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxyf2j2480,75.906829,99.437256,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxu9rypvpb,75.901478,99.349365,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqxu8ryzyzy,75.896124,99.349365,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqy0r20b42p,75.625905,99.503174,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqy11rczyxu,75.59314,99.547119,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqy14rczcxf,75.598606,99.547119,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqvuz240p8h,75.582202,99.700928,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqy2220850j,75.631359,99.503174,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyjjrcrbps,75.614992,99.7229,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyjhrcryrd,75.609532,99.7229,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyhz20b42p,75.625905,99.700928,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyhu212n24,75.609532,99.700928,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyj1rczyxs,75.59314,99.7229,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyjtrcrbpu,75.614992,99.744873,positive,Taimyr-Central Siberian tundra,9999,batch1
yjqyjsrcryrf,75.609532,99.744873,positive,Taimyr-Central Siberian tundra,9999,batch1
